service_id,date,exception_type
0095UE546510401116745,20140822,2
0095UE546510501133453,20140719,2
0095UE546510501133453,20140726,2
0095UE546510501133453,20140802,2
0095UE546510501133956,20140721,2
0095UE546510501133956,20140722,2
0095UE546510501133956,20140723,2
0095UE546510501133956,20140724,2
0095UE546510501133956,20140725,2
0095UE546510501133956,20140728,2
0095UE546510501133956,20140729,2
0095UE546510501133956,20140730,2
0095UE546510501133956,20140731,2
0095UE546510501133956,20140801,2
0095UE546511101165346,20140809,2
0095UE546511101165346,20140816,2
0095UE546511101166335,20140804,2
0095UE546511101166335,20140805,2
0095UE546511101166335,20140806,2
0095UE546511101166335,20140807,2
0095UE546511101166335,20140808,2
0095UE546511101166335,20140811,2
0095UE546511101166335,20140812,2
0095UE546511101166335,20140813,2
0095UE546511101166335,20140814,2
0095UE546511101166335,20140815,2
0095UE546511101166335,20140818,2
0095UE546511101166335,20140819,2
0095UE546511101166335,20140820,2
0095UE546511101166335,20140821,2
0095UE546511101166335,20140822,2
0095UE546511201183043,20140719,2
0095UE546511201183043,20140726,2
0095UE546511201183043,20140802,2
0095UE546511201183546,20140721,2
0095UE546511201183546,20140722,2
0095UE546511201183546,20140723,2
0095UE546511201183546,20140724,2
0095UE546511201183546,20140725,2
0095UE546511201183546,20140728,2
0095UE546511201183546,20140729,2
0095UE546511201183546,20140730,2
0095UE546511201183546,20140731,2
0095UE546511201183546,20140801,2
0095UE546511401214936,20140809,2
0095UE546511401214936,20140816,2
0095UE546511401215925,20140804,2
0095UE546511401215925,20140805,2
0095UE546511401215925,20140806,2
0095UE546511401215925,20140807,2
0095UE546511401215925,20140808,2
0095UE546511401215925,20140811,2
0095UE546511401215925,20140812,2
0095UE546511401215925,20140813,2
0095UE546511401215925,20140814,2
0095UE546511401215925,20140815,2
0095UE546511401215925,20140818,2
0095UE546511401215925,20140819,2
0095UE546511401215925,20140820,2
0095UE546511401215925,20140821,2
0095UE546511401215925,20140822,2
0095UE546511501232633,20140719,2
0095UE546511501232633,20140726,2
0095UE546511501232633,20140802,2
0095UE546511501233136,20140721,2
0095UE546511501233136,20140722,2
0095UE546511501233136,20140723,2
0095UE546511501233136,20140724,2
0095UE546511501233136,20140725,2
0095UE546511501233136,20140728,2
0095UE546511501233136,20140729,2
0095UE546511501233136,20140730,2
0095UE546511501233136,20140731,2
0095UE546511501233136,20140801,2
0095UE546512101264526,20140809,2
0095UE546512101264526,20140816,2
0095UE546512101265515,20140804,2
0095UE546512101265515,20140805,2
0095UE546512101265515,20140806,2
0095UE546512101265515,20140807,2
0095UE546512101265515,20140808,2
0095UE546512101265515,20140811,2
0095UE546512101265515,20140812,2
0095UE546512101265515,20140813,2
0095UE546512101265515,20140814,2
0095UE546512101265515,20140815,2
0095UE546512101265515,20140818,2
0095UE546512101265515,20140819,2
0095UE546512101265515,20140820,2
0095UE546512101265515,20140821,2
0095UE546512101265515,20140822,2
0095UE546512201282223,20140719,2
0095UE546512201282223,20140726,2
0095UE546512201282223,20140802,2
0095UE546512201282726,20140721,2
0095UE546512201282726,20140722,2
0095UE546512201282726,20140723,2
0095UE546512201282726,20140724,2
0095UE546512201282726,20140725,2
0095UE546512201282726,20140728,2
0095UE546512201282726,20140729,2
0095UE546512201282726,20140730,2
0095UE546512201282726,20140731,2
0095UE546512201282726,20140801,2
0095UE546512401314116,20140809,2
0095UE546512401314116,20140816,2
0095UE546512401315105,20140804,2
0095UE546512401315105,20140805,2
0095UE546512401315105,20140806,2
0095UE546512401315105,20140807,2
0095UE546512401315105,20140808,2
0095UE546512401315105,20140811,2
0095UE546512401315105,20140812,2
0095UE546512401315105,20140813,2
0095UE546512401315105,20140814,2
0095UE546512401315105,20140815,2
0095UE546512401315105,20140818,2
0095UE546512401315105,20140819,2
0095UE546512401315105,20140820,2
0095UE546512401315105,20140821,2
0095UE546512401315105,20140822,2
0095UE546512501331813,20140719,2
0095UE546512501331813,20140726,2
0095UE546512501331813,20140802,2
0095UE546512501332316,20140721,2
0095UE546512501332316,20140722,2
0095UE546512501332316,20140723,2
0095UE546512501332316,20140724,2
0095UE546512501332316,20140725,2
0095UE546512501332316,20140728,2
0095UE546512501332316,20140729,2
0095UE546512501332316,20140730,2
0095UE546512501332316,20140731,2
0095UE546512501332316,20140801,2
0095UE546513101363706,20140809,2
0095UE546513101363706,20140816,2
0095UE546513101364695,20140804,2
0095UE546513101364695,20140805,2
0095UE546513101364695,20140806,2
0095UE546513101364695,20140807,2
0095UE546513101364695,20140808,2
0095UE546513101364695,20140811,2
0095UE546513101364695,20140812,2
0095UE546513101364695,20140813,2
0095UE546513101364695,20140814,2
0095UE546513101364695,20140815,2
0095UE546513101364695,20140818,2
0095UE546513101364695,20140819,2
0095UE546513101364695,20140820,2
0095UE546513101364695,20140821,2
0095UE546513101364695,20140822,2
0095UE546513201381403,20140719,2
0095UE546513201381403,20140726,2
0095UE546513201381403,20140802,2
0095UE546513201381906,20140721,2
0095UE546513201381906,20140722,2
0095UE546513201381906,20140723,2
0095UE546513201381906,20140724,2
0095UE546513201381906,20140725,2
0095UE546513201381906,20140728,2
0095UE546513201381906,20140729,2
0095UE546513201381906,20140730,2
0095UE546513201381906,20140731,2
0095UE546513201381906,20140801,2
0095UE546513401413296,20140809,2
0095UE546513401413296,20140816,2
0095UE546513401414285,20140804,2
0095UE546513401414285,20140805,2
0095UE546513401414285,20140806,2
0095UE546513401414285,20140807,2
0095UE546513401414285,20140808,2
0095UE546513401414285,20140811,2
0095UE546513401414285,20140812,2
0095UE546513401414285,20140813,2
0095UE546513401414285,20140814,2
0095UE546513401414285,20140815,2
0095UE546513401414285,20140818,2
0095UE546513401414285,20140819,2
0095UE546513401414285,20140820,2
0095UE546513401414285,20140821,2
0095UE546513401414285,20140822,2
0095UE546513501430993,20140719,2
0095UE546513501430993,20140726,2
0095UE546513501430993,20140802,2
0095UE546513501431496,20140721,2
0095UE546513501431496,20140722,2
0095UE546513501431496,20140723,2
0095UE546513501431496,20140724,2
0095UE546513501431496,20140725,2
0095UE546513501431496,20140728,2
0095UE546513501431496,20140729,2
0095UE546513501431496,20140730,2
0095UE546513501431496,20140731,2
0095UE546513501431496,20140801,2
0095UE546514101462886,20140809,2
0095UE546514101462886,20140816,2
0095UE546514101463875,20140804,2
0095UE546514101463875,20140805,2
0095UE546514101463875,20140806,2
0095UE546514101463875,20140807,2
0095UE546514101463875,20140808,2
0095UE546514101463875,20140811,2
0095UE546514101463875,20140812,2
0095UE546514101463875,20140813,2
0095UE546514101463875,20140814,2
0095UE546514101463875,20140815,2
0095UE546514101463875,20140818,2
0095UE546514101463875,20140819,2
0095UE546514101463875,20140820,2
0095UE546514101463875,20140821,2
0095UE546514101463875,20140822,2
0095UE546514201480583,20140719,2
0095UE546514201480583,20140726,2
0095UE546514201480583,20140802,2
0095UE546514201481364,20140721,2
0095UE546514201481364,20140722,2
0095UE546514201481364,20140723,2
0095UE546514201481364,20140724,2
0095UE546514201481364,20140725,2
0095UE546514201481364,20140728,2
0095UE546514201481364,20140729,2
0095UE546514201481364,20140730,2
0095UE546514201481364,20140731,2
0095UE546514201481364,20140801,2
0095UE546514401512476,20140809,2
0095UE546514401512476,20140816,2
0095UE546514401513465,20140804,2
0095UE546514401513465,20140805,2
0095UE546514401513465,20140806,2
0095UE546514401513465,20140807,2
0095UE546514401513465,20140808,2
0095UE546514401513465,20140811,2
0095UE546514401513465,20140812,2
0095UE546514401513465,20140813,2
0095UE546514401513465,20140814,2
0095UE546514401513465,20140815,2
0095UE546514401513465,20140818,2
0095UE546514401513465,20140819,2
0095UE546514401513465,20140820,2
0095UE546514401513465,20140821,2
0095UE546514401513465,20140822,2
0095UE546514501530173,20140719,2
0095UE546514501530173,20140726,2
0095UE546514501530173,20140802,2
0095UE546514501534217,20140721,2
0095UE546514501534217,20140722,2
0095UE546514501534217,20140723,2
0095UE546514501534217,20140724,2
0095UE546514501534217,20140725,2
0095UE546514501534217,20140728,2
0095UE546514501534217,20140729,2
0095UE546514501534217,20140730,2
0095UE546514501534217,20140731,2
0095UE546514501534217,20140801,2
0095UE546515101562066,20140809,2
0095UE546515101562066,20140816,2
0095UE546515101568118,20140804,2
0095UE546515101568118,20140805,2
0095UE546515101568118,20140806,2
0095UE546515101568118,20140807,2
0095UE546515101568118,20140808,2
0095UE546515101568118,20140811,2
0095UE546515101568118,20140812,2
0095UE546515101568118,20140813,2
0095UE546515101568118,20140814,2
0095UE546515101568118,20140815,2
0095UE546515101568118,20140818,2
0095UE546515101568118,20140819,2
0095UE546515101568118,20140820,2
0095UE546515101568118,20140821,2
0095UE546515101568118,20140822,2
0095UE546515201579763,20140719,2
0095UE546515201579763,20140726,2
0095UE546515201579763,20140802,2
0095UE546515201590399,20140721,2
0095UE546515201590399,20140722,2
0095UE546515201590399,20140723,2
0095UE546515201590399,20140724,2
0095UE546515201590399,20140725,2
0095UE546515201590399,20140728,2
0095UE546515201590399,20140729,2
0095UE546515201590399,20140730,2
0095UE546515201590399,20140731,2
0095UE546515201590399,20140801,2
0095UE546515401611656,20140809,2
0095UE546515401611656,20140816,2
0095UE546515501629353,20140719,2
0095UE546515501629353,20140726,2
0095UE546515501629353,20140802,2
0095UE546516101661246,20140809,2
0095UE546516101661246,20140816,2
0095UE546516201678943,20140719,2
0095UE546516201678943,20140726,2
0095UE546516201678943,20140802,2
0095UE546516401710836,20140809,2
0095UE546516401710836,20140816,2
0095UE546516501728533,20140719,2
0095UE546516501728533,20140726,2
0095UE546516501728533,20140802,2
0095UE546517101760426,20140809,2
0095UE546517101760426,20140816,2
0095UE546517101770786,20140804,2
0095UE546517101770786,20140805,2
0095UE546517101770786,20140806,2
0095UE546517101770786,20140807,2
0095UE546517101770786,20140808,2
0095UE546517101770786,20140811,2
0095UE546517101770786,20140812,2
0095UE546517101770786,20140813,2
0095UE546517101770786,20140814,2
0095UE546517101770786,20140815,2
0095UE546517101770786,20140818,2
0095UE546517101770786,20140819,2
0095UE546517101770786,20140820,2
0095UE546517101770786,20140821,2
0095UE546517101770786,20140822,2
0095UE546517201778123,20140719,2
0095UE546517201778123,20140726,2
0095UE546517201778123,20140802,2
0095UE546517201789482,20140721,2
0095UE546517201789482,20140722,2
0095UE546517201789482,20140723,2
0095UE546517201789482,20140724,2
0095UE546517201789482,20140725,2
0095UE546517201789482,20140728,2
0095UE546517201789482,20140729,2
0095UE546517201789482,20140730,2
0095UE546517201789482,20140731,2
0095UE546517201789482,20140801,2
0095UE546517401809346,20140809,2
0095UE546517401809346,20140816,2
0095UE546517401819537,20140804,2
0095UE546517401819537,20140805,2
0095UE546517401819537,20140806,2
0095UE546517401819537,20140807,2
0095UE546517401819537,20140808,2
0095UE546517401819537,20140811,2
0095UE546517401819537,20140812,2
0095UE546517401819537,20140813,2
0095UE546517401819537,20140814,2
0095UE546517401819537,20140815,2
0095UE546517401819537,20140818,2
0095UE546517401819537,20140819,2
0095UE546517401819537,20140820,2
0095UE546517401819537,20140821,2
0095UE546517401819537,20140822,2
0095UE546517501827378,20140719,2
0095UE546517501827378,20140726,2
0095UE546517501827378,20140802,2
0095UE546517501834175,20140721,2
0095UE546517501834175,20140722,2
0095UE546517501834175,20140723,2
0095UE546517501834175,20140724,2
0095UE546517501834175,20140725,2
0095UE546517501834175,20140728,2
0095UE546517501834175,20140729,2
0095UE546517501834175,20140730,2
0095UE546517501834175,20140731,2
0095UE546517501834175,20140801,2
0095UE546518101858936,20140809,2
0095UE546518101858936,20140816,2
0095UE546518101866200,20140804,2
0095UE546518101866200,20140805,2
0095UE546518101866200,20140806,2
0095UE546518101866200,20140807,2
0095UE546518101866200,20140808,2
0095UE546518101866200,20140811,2
0095UE546518101866200,20140812,2
0095UE546518101866200,20140813,2
0095UE546518101866200,20140814,2
0095UE546518101866200,20140815,2
0095UE546518101866200,20140818,2
0095UE546518101866200,20140819,2
0095UE546518101866200,20140820,2
0095UE546518101866200,20140821,2
0095UE546518101866200,20140822,2
0095UE546518201875962,20140719,2
0095UE546518201875962,20140726,2
0095UE546518201875962,20140802,2
0095UE546518201881776,20140721,2
0095UE546518201881776,20140722,2
0095UE546518201881776,20140723,2
0095UE546518201881776,20140724,2
0095UE546518201881776,20140725,2
0095UE546518201881776,20140728,2
0095UE546518201881776,20140729,2
0095UE546518201881776,20140730,2
0095UE546518201881776,20140731,2
0095UE546518201881776,20140801,2
0095UE546519101957475,20140809,2
0095UE546519101957475,20140816,2
0095UE546519101958602,20140804,2
0095UE546519101958602,20140805,2
0095UE546519101958602,20140806,2
0095UE546519101958602,20140807,2
0095UE546519101958602,20140808,2
0095UE546519101958602,20140811,2
0095UE546519101958602,20140812,2
0095UE546519101958602,20140813,2
0095UE546519101958602,20140814,2
0095UE546519101958602,20140815,2
0095UE546519101958602,20140818,2
0095UE546519101958602,20140819,2
0095UE546519101958602,20140820,2
0095UE546519101958602,20140821,2
0095UE546519101958602,20140822,2
0095UE546519201971664,20140721,2
0095UE546519201971664,20140722,2
0095UE546519201971664,20140723,2
0095UE546519201971664,20140724,2
0095UE546519201971664,20140725,2
0095UE546519201971664,20140728,2
0095UE546519201971664,20140729,2
0095UE546519201971664,20140730,2
0095UE546519201971664,20140731,2
0095UE546519201971664,20140801,2
0095UE546519201975142,20140719,2
0095UE546519201975142,20140726,2
0095UE546519201975142,20140802,2
0095UE546520102056655,20140809,2
0095UE546520102056655,20140816,2
0095UE546520102057782,20140804,2
0095UE546520102057782,20140805,2
0095UE546520102057782,20140806,2
0095UE546520102057782,20140807,2
0095UE546520102057782,20140808,2
0095UE546520102057782,20140811,2
0095UE546520102057782,20140812,2
0095UE546520102057782,20140813,2
0095UE546520102057782,20140814,2
0095UE546520102057782,20140815,2
0095UE546520102057782,20140818,2
0095UE546520102057782,20140819,2
0095UE546520102057782,20140820,2
0095UE546520102057782,20140821,2
0095UE546520102057782,20140822,2
0095UE546520202070844,20140721,2
0095UE546520202070844,20140722,2
0095UE546520202070844,20140723,2
0095UE546520202070844,20140724,2
0095UE546520202070844,20140725,2
0095UE546520202070844,20140728,2
0095UE546520202070844,20140729,2
0095UE546520202070844,20140730,2
0095UE546520202070844,20140731,2
0095UE546520202070844,20140801,2
0095UE546520202074322,20140719,2
0095UE546520202074322,20140726,2
0095UE546520202074322,20140802,2
0096UE55010745787875,20140803,2
0096UE55010745787875,20140810,2
0096UE55010745787875,20140817,2
0096UE55010750796501,20140720,2
0096UE55010750796501,20140727,2
0096UE55010845883635,20140803,2
0096UE55010845883635,20140810,2
0096UE55010845883635,20140817,2
0096UE55010850892322,20140720,2
0096UE55010850892322,20140727,2
0096UE55010945981673,20140803,2
0096UE55010945981673,20140810,2
0096UE55010945981673,20140817,2
0096UE55010950990927,20140720,2
0096UE55010950990927,20140727,2
0096UE550110451078607,20140803,2
0096UE550110451078607,20140810,2
0096UE550110451078607,20140817,2
0096UE550110501089823,20140720,2
0096UE550110501089823,20140727,2
0096UE550111451174367,20140803,2
0096UE550111451174367,20140810,2
0096UE550111451174367,20140817,2
0096UE550111501185583,20140720,2
0096UE550111501185583,20140727,2
0096UE550112451270127,20140803,2
0096UE550112451270127,20140810,2
0096UE550112451270127,20140817,2
0096UE550112501281343,20140720,2
0096UE550112501281343,20140727,2
0096UE550113451365887,20140803,2
0096UE550113451365887,20140810,2
0096UE550113451365887,20140817,2
0096UE550113501377103,20140720,2
0096UE550113501377103,20140727,2
0096UE550114451461647,20140803,2
0096UE550114451461647,20140810,2
0096UE550114451461647,20140817,2
0096UE550114501472863,20140720,2
0096UE550114501472863,20140727,2
0096UE550115451557407,20140803,2
0096UE550115451557407,20140810,2
0096UE550115451557407,20140817,2
0096UE550115501568623,20140720,2
0096UE550115501568623,20140727,2
0096UE550116451653167,20140803,2
0096UE550116451653167,20140810,2
0096UE550116451653167,20140817,2
0096UE550116501664383,20140720,2
0096UE550116501664383,20140727,2
0096UE550117451745475,20140803,2
0096UE550117451745475,20140810,2
0096UE550117451745475,20140817,2
0096UE550117501759323,20140720,2
0096UE550117501759323,20140727,2
0411GW60950725107503,20140721,2
0411GW60950725107503,20140722,2
0411GW60950725107503,20140723,2
0411GW60950725107503,20140724,2
0411GW60950725107503,20140725,2
0411GW60950725107503,20140728,2
0411GW60950725107503,20140729,2
0411GW60950725107503,20140730,2
0411GW60950725107503,20140731,2
0411GW60950725107503,20140801,2
0411GW60950745112123,20140721,2
0411GW60950745112123,20140722,2
0411GW60950745112123,20140723,2
0411GW60950745112123,20140724,2
0411GW60950745112123,20140725,2
0411GW60950745112123,20140728,2
0411GW60950745112123,20140729,2
0411GW60950745112123,20140730,2
0411GW60950745112123,20140731,2
0411GW60950745112123,20140801,2
0411GW60950815119053,20140721,2
0411GW60950815119053,20140722,2
0411GW60950815119053,20140723,2
0411GW60950815119053,20140724,2
0411GW60950815119053,20140725,2
0411GW60950815119053,20140728,2
0411GW60950815119053,20140729,2
0411GW60950815119053,20140730,2
0411GW60950815119053,20140731,2
0411GW60950815119053,20140801,2
0412GW60961620235923,20140721,2
0412GW60961620235923,20140722,2
0412GW60961620235923,20140723,2
0412GW60961620235923,20140724,2
0412GW60961620235923,20140725,2
0412GW60961620235923,20140728,2
0412GW60961620235923,20140729,2
0412GW60961620235923,20140730,2
0412GW60961620235923,20140731,2
0412GW60961620235923,20140801,2
0412GW60961705248907,20140721,2
0412GW60961705248907,20140722,2
0412GW60961705248907,20140723,2
0412GW60961705248907,20140724,2
0412GW60961705248907,20140725,2
0412GW60961705248907,20140728,2
0412GW60961705248907,20140729,2
0412GW60961705248907,20140730,2
0412GW60961705248907,20140731,2
0412GW60961705248907,20140801,2
