route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
0051ML4187,0051ML41870600124213,0051ML41870600124213,BRITOMART,0,4187
0051ML4187,0051ML41870630133963,0051ML41870630133963,BRITOMART,0,4187
0051ML4187,0051ML41870700143713,0051ML41870700143713,BRITOMART,0,4187
0051ML4187,0051ML41870715148588,0051ML41870715148588,BRITOMART,0,4187
0051ML4187,0051ML41870730153463,0051ML41870730153463,BRITOMART,0,4187
0051ML4187,0051ML41870745158338,0051ML41870745158338,BRITOMART,0,4187
0051ML4187,0051ML41870800163213,0051ML41870800163213,BRITOMART,0,4187
0051ML4187,0051ML41870815168088,0051ML41870815168088,BRITOMART,0,4187
0051ML4187,0051ML41870830172963,0051ML41870830172963,BRITOMART,0,4187
0052ML4311,0052ML43111605375521,0052ML43111605375521,PT CHEV,1,4311
0052ML4311,0052ML43111625383081,0052ML43111625383081,PT CHEV,1,4311
0052ML4311,0052ML43111645390641,0052ML43111645390641,PT CHEV,1,4311
0052ML4311,0052ML43111705398201,0052ML43111705398201,PT CHEV,1,4311
0052ML4311,0052ML43111725405761,0052ML43111725405761,PT CHEV,1,4311
0052ML4311,0052ML43111745413321,0052ML43111745413321,PT CHEV,1,4311
0052ML4311,0052ML43111805420881,0052ML43111805420881,PT CHEV,1,4311
0052ML4311,0052ML43111825428441,0052ML43111825428441,PT CHEV,1,4311
0052ML4311,0052ML43111845436001,0052ML43111845436001,PT CHEV,1,4311
0070ML5775,0070ML577519153849114,0070ML577519153849114,ST HELIERS,1,5775
0070ML5775,0070ML577520154043514,0070ML577520154043514,ST HELIERS,1,5775
0070ML5775,0070ML577521154231898,0070ML577521154231898,ST HELIERS,1,5775
0071ML5776,0071ML57760625896844,0071ML57760625896844,PT CHEV,0,5776
0071ML5776,0071ML577607101007566,0071ML577607101007566,PT CHEV,0,5776
0071ML5776,0071ML577607301062533,0071ML577607301062533,PT CHEV,0,5776
0071ML5776,0071ML577608101153869,0071ML577608101153869,PT CHEV,0,5776
0071ML5776,0071ML577615102037849,0071ML577615102037849,PT CHEV,0,5776
0071ML5776,0071ML577615402102199,0071ML577615402102199,PT CHEV,0,5776
0071ML5776,0071ML577616152176891,0071ML577616152176891,PT CHEV,0,5776
0071ML5776,0071ML577616452241624,0071ML577616452241624,PT CHEV,0,5776
0071ML5776,0071ML577617152303623,0071ML577617152303623,PT CHEV,0,5776
0071ML5776,0071ML577617452367170,0071ML577617452367170,PT CHEV,0,5776
0072ML5777,0072ML577707351091485,0072ML577707351091485,GLEN INNES,1,5777
0072ML5777,0072ML577708101168732,0072ML577708101168732,GLEN INNES,1,5777
0072ML5777,0072ML577708451238828,0072ML577708451238828,GLEN INNES,1,5777
0072ML5777,0072ML577715402162128,0072ML577715402162128,GLEN INNES,1,5777
0072ML5777,0072ML577716102231035,0072ML577716102231035,GLEN INNES,1,5777
0072ML5777,0072ML577716402297503,0072ML577716402297503,GLEN INNES,1,5777
0072ML5777,0072ML577717102354748,0072ML577717102354748,GLEN INNES,1,5777
0072ML5777,0072ML577717402421078,0072ML577717402421078,GLEN INNES,1,5777
0073ML5757,0073ML575708001651232,0073ML575708001651232,PT CHEV,0,5757
0073ML5757,0073ML575708001653052,0073ML575708001653052,PT CHEV,0,5757
0073ML5757,0073ML575708451794064,0073ML575708451794064,PT CHEV,0,5757
0073ML5757,0073ML575709151888864,0073ML575709151888864,PT CHEV,0,5757
0073ML5757,0073ML575709151890427,0073ML575709151890427,PT CHEV,0,5757
0073ML5757,0073ML575709451983664,0073ML575709451983664,PT CHEV,0,5757
0073ML5757,0073ML575710152078464,0073ML575710152078464,PT CHEV,0,5757
0073ML5757,0073ML575710302127427,0073ML575710302127427,PT CHEV,0,5757
0073ML5757,0073ML575710452173264,0073ML575710452173264,PT CHEV,0,5757
0073ML5757,0073ML575711152268064,0073ML575711152268064,PT CHEV,0,5757
0073ML5757,0073ML575711452362864,0073ML575711452362864,PT CHEV,0,5757
0073ML5757,0073ML575711452364427,0073ML575711452364427,PT CHEV,0,5757
0073ML5757,0073ML575712152457664,0073ML575712152457664,PT CHEV,0,5757
0073ML5757,0073ML575712452552464,0073ML575712452552464,PT CHEV,0,5757
0073ML5757,0073ML575713002601052,0073ML575713002601052,PT CHEV,0,5757
0073ML5757,0073ML575713152647264,0073ML575713152647264,PT CHEV,0,5757
0073ML5757,0073ML575713452742064,0073ML575713452742064,PT CHEV,0,5757
0073ML5757,0073ML575714152836864,0073ML575714152836864,PT CHEV,0,5757
0073ML5757,0073ML575714152838427,0073ML575714152838427,PT CHEV,0,5757
0073ML5757,0073ML575714452931664,0073ML575714452931664,PT CHEV,0,5757
0073ML5757,0073ML575715153026464,0073ML575715153026464,PT CHEV,0,5757
0073ML5757,0073ML575715303075427,0073ML575715303075427,PT CHEV,0,5757
0073ML5757,0073ML575715453121264,0073ML575715453121264,PT CHEV,0,5757
0073ML5757,0073ML575716153216064,0073ML575716153216064,PT CHEV,0,5757
0073ML5757,0073ML575716453310864,0073ML575716453310864,PT CHEV,0,5757
0073ML5757,0073ML575716453312427,0073ML575716453312427,PT CHEV,0,5757
0073ML5757,0073ML575717153405664,0073ML575717153405664,PT CHEV,0,5757
0073ML5757,0073ML575717453500464,0073ML575717453500464,PT CHEV,0,5757
0073ML5757,0073ML575718003538090,0073ML575718003538090,PT CHEV,0,5757
0073ML5757,0073ML575718153584931,0073ML575718153584931,PT CHEV,0,5757
0073ML5757,0073ML575719053732572,0073ML575719053732572,PT CHEV,0,5757
0074ML5758,0074ML575808001816307,0074ML575808001816307,ST HELIERS,1,5758
0074ML5758,0074ML575808051833737,0074ML575808051833737,ST HELIERS,1,5758
0074ML5758,0074ML575808351938317,0074ML575808351938317,ST HELIERS,1,5758
0074ML5758,0074ML575809052042897,0074ML575809052042897,ST HELIERS,1,5758
0074ML5758,0074ML575809152077757,0074ML575809152077757,ST HELIERS,1,5758
0074ML5758,0074ML575809352147477,0074ML575809352147477,ST HELIERS,1,5758
0074ML5758,0074ML575810002234627,0074ML575810002234627,ST HELIERS,1,5758
0074ML5758,0074ML575810302339207,0074ML575810302339207,ST HELIERS,1,5758
0074ML5758,0074ML575811002443787,0074ML575811002443787,ST HELIERS,1,5758
0074ML5758,0074ML575811302548367,0074ML575811302548367,ST HELIERS,1,5758
0074ML5758,0074ML575811452600657,0074ML575811452600657,ST HELIERS,1,5758
0074ML5758,0074ML575812002652947,0074ML575812002652947,ST HELIERS,1,5758
0074ML5758,0074ML575812302757527,0074ML575812302757527,ST HELIERS,1,5758
0074ML5758,0074ML575813002862107,0074ML575813002862107,ST HELIERS,1,5758
0074ML5758,0074ML575813302966687,0074ML575813302966687,ST HELIERS,1,5758
0074ML5758,0074ML575814003071267,0074ML575814003071267,ST HELIERS,1,5758
0074ML5758,0074ML575814153123557,0074ML575814153123557,ST HELIERS,1,5758
0074ML5758,0074ML575814303175847,0074ML575814303175847,ST HELIERS,1,5758
0074ML5758,0074ML575815003280427,0074ML575815003280427,ST HELIERS,1,5758
0074ML5758,0074ML575815303385007,0074ML575815303385007,ST HELIERS,1,5758
0074ML5758,0074ML575816003489587,0074ML575816003489587,ST HELIERS,1,5758
0074ML5758,0074ML575816303594167,0074ML575816303594167,ST HELIERS,1,5758
0074ML5758,0074ML575816453646457,0074ML575816453646457,ST HELIERS,1,5758
0074ML5758,0074ML575817003698747,0074ML575817003698747,ST HELIERS,1,5758
0074ML5758,0074ML575817303803327,0074ML575817303803327,ST HELIERS,1,5758
0074ML5758,0074ML575818003907907,0074ML575818003907907,ST HELIERS,1,5758
0074ML5758,0074ML575819004095514,0074ML575819004095514,ST HELIERS,1,5758
0074ML5778,0074ML577807101310968,0074ML577807101310968,ST HELIERS,1,5778
0075ML5779,0075ML577906501378802,0075ML577906501378802,PT CHEV,0,5779
0075ML5779,0075ML577907101475414,0075ML577907101475414,PT CHEV,0,5779
0075ML5779,0075ML577907401578463,0075ML577907401578463,PT CHEV,0,5779
0075ML5779,0075ML577915152963630,0075ML577915152963630,PT CHEV,0,5779
0075ML5779,0075ML577915503065794,0075ML577915503065794,PT CHEV,0,5779
0075ML5779,0075ML577916203160127,0075ML577916203160127,PT CHEV,0,5779
0075ML5779,0075ML577916503249634,0075ML577916503249634,PT CHEV,0,5779
0075ML5779,0075ML577917203341167,0075ML577917203341167,PT CHEV,0,5779
0075ML5779,0075ML577917503429376,0075ML577917503429376,PT CHEV,0,5779
0075ML5779,0075ML577918153506401,0075ML577918153506401,PT CHEV,0,5779
0076ML5560,0076ML556005551256520,0076ML556005551256520,ST HELIERS,1,5560
0076ML5560,0076ML556006251370945,0076ML556006251370945,ST HELIERS,1,5560
0076ML5560,0076ML556006551493646,0076ML556006551493646,ST HELIERS,1,5560
0076ML5560,0076ML556007201584241,0076ML556007201584241,ST HELIERS,1,5560
0076ML5560,0076ML556007551689690,0076ML556007551689690,ST HELIERS,1,5560
0076ML5560,0076ML556008301799909,0076ML556008301799909,ST HELIERS,1,5560
0076ML5560,0076ML556015253145479,0076ML556015253145479,ST HELIERS,1,5560
0076ML5560,0076ML556015553245998,0076ML556015553245998,ST HELIERS,1,5560
0076ML5560,0076ML556016253343198,0076ML556016253343198,ST HELIERS,1,5560
0076ML5560,0076ML556016553439262,0076ML556016553439262,ST HELIERS,1,5560
0076ML5560,0076ML556017253527192,0076ML556017253527192,ST HELIERS,1,5560
0076ML5560,0076ML556017553608015,0076ML556017553608015,ST HELIERS,1,5560
0076ML5560,0076ML556018153661534,0076ML556018153661534,ST HELIERS,1,5560
0077ML4399,0077ML439908151762207,0077ML439908151762207,PT CHEV,0,4399
0077ML4399,0077ML439908451843168,0077ML439908451843168,PT CHEV,0,4399
0077ML4399,0077ML439909151940368,0077ML439909151940368,PT CHEV,0,4399
0077ML4399,0077ML439909452037568,0077ML439909452037568,PT CHEV,0,4399
0077ML4399,0077ML439910152134768,0077ML439910152134768,PT CHEV,0,4399
0077ML4399,0077ML439910402215768,0077ML439910402215768,PT CHEV,0,4399
0077ML4399,0077ML439911102312968,0077ML439911102312968,PT CHEV,0,4399
0077ML4399,0077ML439911402410168,0077ML439911402410168,PT CHEV,0,4399
0077ML4399,0077ML439912102508142,0077ML439912102508142,PT CHEV,0,4399
0077ML4399,0077ML439912402610000,0077ML439912402610000,PT CHEV,0,4399
0077ML4399,0077ML439913102707200,0077ML439913102707200,PT CHEV,0,4399
0077ML4399,0077ML439913402804400,0077ML439913402804400,PT CHEV,0,4399
0077ML4399,0077ML439914102905141,0077ML439914102905141,PT CHEV,0,4399
0077ML4399,0077ML439914403004358,0077ML439914403004358,PT CHEV,0,4399
0078ML5780,0078ML578009002077744,0078ML578009002077744,ST HELIERS,1,5780
0078ML5780,0078ML578009252166994,0078ML578009252166994,ST HELIERS,1,5780
0078ML5780,0078ML578009552274094,0078ML578009552274094,ST HELIERS,1,5780
0078ML5780,0078ML578010252381194,0078ML578010252381194,ST HELIERS,1,5780
0078ML5780,0078ML578010552488294,0078ML578010552488294,ST HELIERS,1,5780
0078ML5780,0078ML578011252595394,0078ML578011252595394,ST HELIERS,1,5780
0078ML5780,0078ML578011552702494,0078ML578011552702494,ST HELIERS,1,5780
0078ML5780,0078ML578012252809594,0078ML578012252809594,ST HELIERS,1,5780
0078ML5780,0078ML578012552916694,0078ML578012552916694,ST HELIERS,1,5780
0078ML5780,0078ML578013253023794,0078ML578013253023794,ST HELIERS,1,5780
0078ML5780,0078ML578013553130894,0078ML578013553130894,ST HELIERS,1,5780
0078ML5780,0078ML578014253237994,0078ML578014253237994,ST HELIERS,1,5780
0078ML5780,0078ML578014553351417,0078ML578014553351417,ST HELIERS,1,5780
0079ML5839,0079ML583918453673079,0079ML583918453673079,PT CHEV,0,5839
0079ML5839,0079ML583919153764022,0079ML583919153764022,PT CHEV,0,5839
0079ML5839,0079ML583920153953622,0079ML583920153953622,PT CHEV,0,5839
0079ML5839,0079ML583921154143222,0079ML583921154143222,PT CHEV,0,5839
0088UE3457,0088UE34572040981258,0088UE34572040981258,ONEHUNGA,1,3457
0088UE3457,0088UE34572045987651,0088UE34572045987651,ONEHUNGA,1,3457
0091UE5464,0091UE54640630286471,0091UE54640630286471,NEW LYNN,0,5464
0091UE5464,0091UE54640700309270,0091UE54640700309270,NEW LYNN,0,5464
0091UE5464,0091UE54640730330636,0091UE54640730330636,NEW LYNN,0,5464
0091UE5464,0091UE54640740335681,0091UE54640740335681,NEW LYNN,0,5464
0091UE5464,0091UE54640800349741,0091UE54640800349741,NEW LYNN,0,5464
0091UE5464,0091UE54640810356771,0091UE54640810356771,NEW LYNN,0,5464
0093UE5468,0093UE54680710724499,0093UE54680710724499,NEW LYNN,0,5468
0093UE5468,0093UE54680720738273,0093UE54680720738273,NEW LYNN,0,5468
0093UE5468,0093UE54680740770699,0093UE54680740770699,NEW LYNN,0,5468
0093UE5468,0093UE54680750784473,0093UE54680750784473,NEW LYNN,0,5468
0093UE5468,0093UE54680810813929,0093UE54680810813929,NEW LYNN,0,5468
0093UE5468,0093UE54680820830673,0093UE54680820830673,NEW LYNN,0,5468
0093UE5468,0093UE546815401514544,0093UE546815401514544,NEW LYNN,0,5468
0093UE5468,0093UE546815501530474,0093UE546815501530474,NEW LYNN,0,5468
0093UE5468,0093UE546816101565679,0093UE546816101565679,NEW LYNN,0,5468
0093UE5468,0093UE546816201576674,0093UE546816201576674,NEW LYNN,0,5468
0093UE5468,0093UE546816401606944,0093UE546816401606944,NEW LYNN,0,5468
0093UE5468,0093UE546816501622874,0093UE546816501622874,NEW LYNN,0,5468
0095UE5465,0095UE54650810866298,0095UE54650810866298,NEW LYNN,0,5465
0095UE5465,0095UE54650820885085,0095UE54650820885085,NEW LYNN,0,5465
0095UE5465,0095UE54650840915888,0095UE54650840915888,NEW LYNN,0,5465
0095UE5465,0095UE54650840918385,0095UE54650840918385,NEW LYNN,0,5465
0095UE5465,0095UE54650850933492,0095UE54650850933492,NEW LYNN,0,5465
0095UE5465,0095UE54650850934004,0095UE54650850934004,NEW LYNN,0,5465
0095UE5465,0095UE54650850934675,0095UE54650850934675,NEW LYNN,0,5465
0095UE5465,0095UE54650850935596,0095UE54650850935596,NEW LYNN,0,5465
0095UE5465,0095UE54650910965980,0095UE54650910965980,NEW LYNN,0,5465
0095UE5465,0095UE54650910967975,0095UE54650910967975,NEW LYNN,0,5465
0095UE5465,0095UE54650920984265,0095UE54650920984265,NEW LYNN,0,5465
0095UE5465,0095UE54650920985186,0095UE54650920985186,NEW LYNN,0,5465
0095UE5465,0095UE546509401016576,0095UE546509401016576,NEW LYNN,0,5465
0095UE5465,0095UE546509401017565,0095UE546509401017565,NEW LYNN,0,5465
0095UE5465,0095UE546509501032672,0095UE546509501032672,NEW LYNN,0,5465
0095UE5465,0095UE546509501033602,0095UE546509501033602,NEW LYNN,0,5465
0095UE5465,0095UE546509501034273,0095UE546509501034273,NEW LYNN,0,5465
0095UE5465,0095UE546509501034776,0095UE546509501034776,NEW LYNN,0,5465
0095UE5465,0095UE546510101066166,0095UE546510101066166,NEW LYNN,0,5465
0095UE5465,0095UE546510101067155,0095UE546510101067155,NEW LYNN,0,5465
0095UE5465,0095UE546510201083863,0095UE546510201083863,NEW LYNN,0,5465
0095UE5465,0095UE546510201084366,0095UE546510201084366,NEW LYNN,0,5465
0095UE5465,0095UE546510401115756,0095UE546510401115756,NEW LYNN,0,5465
0095UE5465,0095UE546510401116745,0095UE546510401116745,NEW LYNN,0,5465
0095UE5465,0095UE546510501131852,0095UE546510501131852,NEW LYNN,0,5465
0095UE5465,0095UE546510501132782,0095UE546510501132782,NEW LYNN,0,5465
0095UE5465,0095UE546510501133453,0095UE546510501133453,NEW LYNN,0,5465
0095UE5465,0095UE546510501133956,0095UE546510501133956,NEW LYNN,0,5465
0095UE5465,0095UE546511101165346,0095UE546511101165346,NEW LYNN,0,5465
0095UE5465,0095UE546511101166335,0095UE546511101166335,NEW LYNN,0,5465
0095UE5465,0095UE546511201183043,0095UE546511201183043,NEW LYNN,0,5465
0095UE5465,0095UE546511201183546,0095UE546511201183546,NEW LYNN,0,5465
0095UE5465,0095UE546511401214936,0095UE546511401214936,NEW LYNN,0,5465
0095UE5465,0095UE546511401215925,0095UE546511401215925,NEW LYNN,0,5465
0095UE5465,0095UE546511501231089,0095UE546511501231089,NEW LYNN,0,5465
0095UE5465,0095UE546511501231962,0095UE546511501231962,NEW LYNN,0,5465
0095UE5465,0095UE546511501232633,0095UE546511501232633,NEW LYNN,0,5465
0095UE5465,0095UE546511501233136,0095UE546511501233136,NEW LYNN,0,5465
0095UE5465,0095UE546512101264526,0095UE546512101264526,NEW LYNN,0,5465
0095UE5465,0095UE546512101265515,0095UE546512101265515,NEW LYNN,0,5465
0095UE5465,0095UE546512201282223,0095UE546512201282223,NEW LYNN,0,5465
0095UE5465,0095UE546512201282726,0095UE546512201282726,NEW LYNN,0,5465
0095UE5465,0095UE546512401314116,0095UE546512401314116,NEW LYNN,0,5465
0095UE5465,0095UE546512401315105,0095UE546512401315105,NEW LYNN,0,5465
0095UE5465,0095UE546512501330269,0095UE546512501330269,NEW LYNN,0,5465
0095UE5465,0095UE546512501331142,0095UE546512501331142,NEW LYNN,0,5465
0095UE5465,0095UE546512501331813,0095UE546512501331813,NEW LYNN,0,5465
0095UE5465,0095UE546512501332316,0095UE546512501332316,NEW LYNN,0,5465
0095UE5465,0095UE546513101363706,0095UE546513101363706,NEW LYNN,0,5465
0095UE5465,0095UE546513101364695,0095UE546513101364695,NEW LYNN,0,5465
0095UE5465,0095UE546513201381403,0095UE546513201381403,NEW LYNN,0,5465
0095UE5465,0095UE546513201381906,0095UE546513201381906,NEW LYNN,0,5465
0095UE5465,0095UE546513401413296,0095UE546513401413296,NEW LYNN,0,5465
0095UE5465,0095UE546513401414285,0095UE546513401414285,NEW LYNN,0,5465
0095UE5465,0095UE546513501429449,0095UE546513501429449,NEW LYNN,0,5465
0095UE5465,0095UE546513501430322,0095UE546513501430322,NEW LYNN,0,5465
0095UE5465,0095UE546513501430993,0095UE546513501430993,NEW LYNN,0,5465
0095UE5465,0095UE546513501431496,0095UE546513501431496,NEW LYNN,0,5465
0095UE5465,0095UE546514101462886,0095UE546514101462886,NEW LYNN,0,5465
0095UE5465,0095UE546514101463875,0095UE546514101463875,NEW LYNN,0,5465
0095UE5465,0095UE546514201480583,0095UE546514201480583,NEW LYNN,0,5465
0095UE5465,0095UE546514201481364,0095UE546514201481364,NEW LYNN,0,5465
0095UE5465,0095UE546514401512476,0095UE546514401512476,NEW LYNN,0,5465
0095UE5465,0095UE546514401513465,0095UE546514401513465,NEW LYNN,0,5465
0095UE5465,0095UE546514501528629,0095UE546514501528629,NEW LYNN,0,5465
0095UE5465,0095UE546514501529502,0095UE546514501529502,NEW LYNN,0,5465
0095UE5465,0095UE546514501530173,0095UE546514501530173,NEW LYNN,0,5465
0095UE5465,0095UE546514501534217,0095UE546514501534217,NEW LYNN,0,5465
0095UE5465,0095UE546515101562066,0095UE546515101562066,NEW LYNN,0,5465
0095UE5465,0095UE546515101568118,0095UE546515101568118,NEW LYNN,0,5465
0095UE5465,0095UE546515201579763,0095UE546515201579763,NEW LYNN,0,5465
0095UE5465,0095UE546515201590399,0095UE546515201590399,NEW LYNN,0,5465
0095UE5465,0095UE546515401611656,0095UE546515401611656,NEW LYNN,0,5465
0095UE5465,0095UE546515501627809,0095UE546515501627809,NEW LYNN,0,5465
0095UE5465,0095UE546515501628682,0095UE546515501628682,NEW LYNN,0,5465
0095UE5465,0095UE546515501629353,0095UE546515501629353,NEW LYNN,0,5465
0095UE5465,0095UE546516101661246,0095UE546516101661246,NEW LYNN,0,5465
0095UE5465,0095UE546516201678943,0095UE546516201678943,NEW LYNN,0,5465
0095UE5465,0095UE546516401710836,0095UE546516401710836,NEW LYNN,0,5465
0095UE5465,0095UE546516501726989,0095UE546516501726989,NEW LYNN,0,5465
0095UE5465,0095UE546516501727862,0095UE546516501727862,NEW LYNN,0,5465
0095UE5465,0095UE546516501728533,0095UE546516501728533,NEW LYNN,0,5465
0095UE5465,0095UE546517101760426,0095UE546517101760426,NEW LYNN,0,5465
0095UE5465,0095UE546517101770786,0095UE546517101770786,NEW LYNN,0,5465
0095UE5465,0095UE546517201778123,0095UE546517201778123,NEW LYNN,0,5465
0095UE5465,0095UE546517201789482,0095UE546517201789482,NEW LYNN,0,5465
0095UE5465,0095UE546517401809346,0095UE546517401809346,NEW LYNN,0,5465
0095UE5465,0095UE546517401819537,0095UE546517401819537,NEW LYNN,0,5465
0095UE5465,0095UE546517501822770,0095UE546517501822770,NEW LYNN,0,5465
0095UE5465,0095UE546517501824837,0095UE546517501824837,NEW LYNN,0,5465
0095UE5465,0095UE546517501827378,0095UE546517501827378,NEW LYNN,0,5465
0095UE5465,0095UE546517501834175,0095UE546517501834175,NEW LYNN,0,5465
0095UE5465,0095UE546518101858936,0095UE546518101858936,NEW LYNN,0,5465
0095UE5465,0095UE546518101866200,0095UE546518101866200,NEW LYNN,0,5465
0095UE5465,0095UE546518201875962,0095UE546518201875962,NEW LYNN,0,5465
0095UE5465,0095UE546518201881776,0095UE546518201881776,NEW LYNN,0,5465
0095UE5465,0095UE546519101957475,0095UE546519101957475,NEW LYNN,0,5465
0095UE5465,0095UE546519101958602,0095UE546519101958602,NEW LYNN,0,5465
0095UE5465,0095UE546519201971664,0095UE546519201971664,NEW LYNN,0,5465
0095UE5465,0095UE546519201975142,0095UE546519201975142,NEW LYNN,0,5465
0095UE5465,0095UE546520102056655,0095UE546520102056655,NEW LYNN,0,5465
0095UE5465,0095UE546520102057782,0095UE546520102057782,NEW LYNN,0,5465
0095UE5465,0095UE546520202070844,0095UE546520202070844,NEW LYNN,0,5465
0095UE5465,0095UE546520202074322,0095UE546520202074322,NEW LYNN,0,5465
0096UE5501,0096UE55010600622621,0096UE55010600622621,SYLVIA PARK,1,5501
0096UE5501,0096UE55010600624215,0096UE55010600624215,SYLVIA PARK,1,5501
0096UE5501,0096UE55010630671353,0096UE55010630671353,SYLVIA PARK,1,5501
0096UE5501,0096UE55010630674515,0096UE55010630674515,SYLVIA PARK,1,5501
0096UE5501,0096UE55010700732819,0096UE55010700732819,SYLVIA PARK,1,5501
0096UE5501,0096UE55010700733765,0096UE55010700733765,SYLVIA PARK,1,5501
0096UE5501,0096UE55010730765394,0096UE55010730765394,SYLVIA PARK,1,5501
0096UE5501,0096UE55010730765963,0096UE55010730765963,SYLVIA PARK,1,5501
0096UE5501,0096UE55010730780319,0096UE55010730780319,SYLVIA PARK,1,5501
0096UE5501,0096UE55010730781660,0096UE55010730781660,SYLVIA PARK,1,5501
0096UE5501,0096UE55010745787875,0096UE55010745787875,SYLVIA PARK,1,5501
0096UE5501,0096UE55010750796501,0096UE55010750796501,SYLVIA PARK,1,5501
0096UE5501,0096UE55010800813274,0096UE55010800813274,SYLVIA PARK,1,5501
0096UE5501,0096UE55010800813843,0096UE55010800813843,SYLVIA PARK,1,5501
0096UE5501,0096UE55010800828199,0096UE55010800828199,SYLVIA PARK,1,5501
0096UE5501,0096UE55010800829540,0096UE55010800829540,SYLVIA PARK,1,5501
0096UE5501,0096UE55010830861154,0096UE55010830861154,SYLVIA PARK,1,5501
0096UE5501,0096UE55010830863276,0096UE55010830863276,SYLVIA PARK,1,5501
0096UE5501,0096UE55010830874000,0096UE55010830874000,SYLVIA PARK,1,5501
0096UE5501,0096UE55010830875948,0096UE55010830875948,SYLVIA PARK,1,5501
0096UE5501,0096UE55010845883635,0096UE55010845883635,SYLVIA PARK,1,5501
0096UE5501,0096UE55010850892322,0096UE55010850892322,SYLVIA PARK,1,5501
0096UE5501,0096UE55010900909853,0096UE55010900909853,SYLVIA PARK,1,5501
0096UE5501,0096UE55010900915057,0096UE55010900915057,SYLVIA PARK,1,5501
0096UE5501,0096UE55010900916724,0096UE55010900916724,SYLVIA PARK,1,5501
0096UE5501,0096UE55010900917632,0096UE55010900917632,SYLVIA PARK,1,5501
0096UE5501,0096UE55010930957733,0096UE55010930957733,SYLVIA PARK,1,5501
0096UE5501,0096UE55010930962937,0096UE55010930962937,SYLVIA PARK,1,5501
0096UE5501,0096UE55010930964604,0096UE55010930964604,SYLVIA PARK,1,5501
0096UE5501,0096UE55010930965512,0096UE55010930965512,SYLVIA PARK,1,5501
0096UE5501,0096UE55010945981673,0096UE55010945981673,SYLVIA PARK,1,5501
0096UE5501,0096UE55010950990927,0096UE55010950990927,SYLVIA PARK,1,5501
0096UE5501,0096UE550110001010817,0096UE550110001010817,SYLVIA PARK,1,5501
0096UE5501,0096UE550110001011103,0096UE550110001011103,SYLVIA PARK,1,5501
0096UE5501,0096UE550110001012484,0096UE550110001012484,SYLVIA PARK,1,5501
0096UE5501,0096UE550110001013392,0096UE550110001013392,SYLVIA PARK,1,5501
0096UE5501,0096UE550110301058697,0096UE550110301058697,SYLVIA PARK,1,5501
0096UE5501,0096UE550110301058983,0096UE550110301058983,SYLVIA PARK,1,5501
0096UE5501,0096UE550110301060364,0096UE550110301060364,SYLVIA PARK,1,5501
0096UE5501,0096UE550110301061272,0096UE550110301061272,SYLVIA PARK,1,5501
0096UE5501,0096UE550110451078607,0096UE550110451078607,SYLVIA PARK,1,5501
0096UE5501,0096UE550110501089823,0096UE550110501089823,SYLVIA PARK,1,5501
0096UE5501,0096UE550111001106577,0096UE550111001106577,SYLVIA PARK,1,5501
0096UE5501,0096UE550111001106863,0096UE550111001106863,SYLVIA PARK,1,5501
0096UE5501,0096UE550111001108244,0096UE550111001108244,SYLVIA PARK,1,5501
0096UE5501,0096UE550111001109152,0096UE550111001109152,SYLVIA PARK,1,5501
0096UE5501,0096UE550111301154457,0096UE550111301154457,SYLVIA PARK,1,5501
0096UE5501,0096UE550111301154743,0096UE550111301154743,SYLVIA PARK,1,5501
0096UE5501,0096UE550111301156124,0096UE550111301156124,SYLVIA PARK,1,5501
0096UE5501,0096UE550111301157032,0096UE550111301157032,SYLVIA PARK,1,5501
0096UE5501,0096UE550111451174367,0096UE550111451174367,SYLVIA PARK,1,5501
0096UE5501,0096UE550111501185583,0096UE550111501185583,SYLVIA PARK,1,5501
0096UE5501,0096UE550112001199534,0096UE550112001199534,SYLVIA PARK,1,5501
0096UE5501,0096UE550112001202337,0096UE550112001202337,SYLVIA PARK,1,5501
0096UE5501,0096UE550112001204004,0096UE550112001204004,SYLVIA PARK,1,5501
0096UE5501,0096UE550112001204912,0096UE550112001204912,SYLVIA PARK,1,5501
0096UE5501,0096UE550112301250217,0096UE550112301250217,SYLVIA PARK,1,5501
0096UE5501,0096UE550112301250503,0096UE550112301250503,SYLVIA PARK,1,5501
0096UE5501,0096UE550112301251884,0096UE550112301251884,SYLVIA PARK,1,5501
0096UE5501,0096UE550112301252792,0096UE550112301252792,SYLVIA PARK,1,5501
0096UE5501,0096UE550112451270127,0096UE550112451270127,SYLVIA PARK,1,5501
0096UE5501,0096UE550112501281343,0096UE550112501281343,SYLVIA PARK,1,5501
0096UE5501,0096UE550113001298097,0096UE550113001298097,SYLVIA PARK,1,5501
0096UE5501,0096UE550113001298383,0096UE550113001298383,SYLVIA PARK,1,5501
0096UE5501,0096UE550113001299764,0096UE550113001299764,SYLVIA PARK,1,5501
0096UE5501,0096UE550113001300672,0096UE550113001300672,SYLVIA PARK,1,5501
0096UE5501,0096UE550113301345857,0096UE550113301345857,SYLVIA PARK,1,5501
0096UE5501,0096UE550113301345977,0096UE550113301345977,SYLVIA PARK,1,5501
0096UE5501,0096UE550113301347644,0096UE550113301347644,SYLVIA PARK,1,5501
0096UE5501,0096UE550113301348552,0096UE550113301348552,SYLVIA PARK,1,5501
0096UE5501,0096UE550113451365887,0096UE550113451365887,SYLVIA PARK,1,5501
